ID_num,job_title,Short_description,Skills_required,Industry,Pay_grade,combined_text
729,remote event moderator,facilitate virtual conferences and webinars,event management communication technology moderation problem solving,event planning,Average paying,remote event moderator facilitate virtual conferences and webinars event management communication technology moderation problem solving event planning
730,digital accessibility tester,test websites and apps for accessibility compliance,accessibility standards testing reporting communication empathy,technology,Average paying,digital accessibility tester test websites and apps for accessibility compliance accessibility standards testing reporting communication empathy technology
731,online fitness program designer,create digital exercise and wellness plans,fitness program design technology communication motivation,fitness  recreation,Average paying,online fitness program designer create digital exercise and wellness plans fitness program design technology communication motivation fitness  recreation
732,remote executive assistant,support executives from a distance,organization communication technology scheduling confidentiality,business services,Average paying,remote executive assistant support executives from a distance organization communication technology scheduling confidentiality business services
733,aipowered marketing analyst,leverage ai to optimize marketing campaigns,marketing analytics ai tools data interpretation reporting communication,marketing,High paying,aipowered marketing analyst leverage ai to optimize marketing campaigns marketing analytics ai tools data interpretation reporting communication marketing
734,digital fundraising campaign manager,lead online donation drives for nonprofits,fundraising digital marketing campaign management analytics communication,nonprofit,Average paying,digital fundraising campaign manager lead online donation drives for nonprofits fundraising digital marketing campaign management analytics communication nonprofit
735,online language tutor,teach languages via digital platforms,language proficiency teaching communication technology patience,education,Average paying,online language tutor teach languages via digital platforms language proficiency teaching communication technology patience education
736,remote it asset manager,track and manage distributed technology resources,it asset management organization technology reporting communication,technology,Average paying,remote it asset manager track and manage distributed technology resources it asset management organization technology reporting communication technology
737,digital health data analyst,analyze patient data from digital health tools,data analysis healthcare reporting privacy technology,healthcare,High paying,digital health data analyst analyze patient data from digital health tools data analysis healthcare reporting privacy technology healthcare
738,online product demo specialist,showcase products through virtual presentations,presentation skills product knowledge communication technology sales,sales,Average paying,online product demo specialist showcase products through virtual presentations presentation skills product knowledge communication technology sales sales
739,remote hr compliance auditor,ensure virtual teams follow employment laws,hr compliance auditing communication documentation organization,human resources,High paying,remote hr compliance auditor ensure virtual teams follow employment laws hr compliance auditing communication documentation organization human resources
740,ai chatbot designer,create conversational flows for automated assistants,conversation design ai tools ux scripting creativity,technology,High paying,ai chatbot designer create conversational flows for automated assistants conversation design ai tools ux scripting creativity technology
741,digital art therapist,use digital media for therapeutic interventions,art therapy digital tools empathy communication creativity,healthcare,Average paying,digital art therapist use digital media for therapeutic interventions art therapy digital tools empathy communication creativity healthcare
742,online peer support facilitator,moderate digital mental health support groups,facilitation empathy communication technology confidentiality,healthcare,Average paying,online peer support facilitator moderate digital mental health support groups facilitation empathy communication technology confidentiality healthcare
743,remote payroll coordinator,process payroll for distributed teams,payroll hr technology attention to detail compliance,human resources,Average paying,remote payroll coordinator process payroll for distributed teams payroll hr technology attention to detail compliance human resources
744,digital product tester,test and review new digital products,testing reporting technology communication attention to detail,technology,Average paying,digital product tester test and review new digital products testing reporting technology communication attention to detail technology
745,online volunteer coordinator,manage remote volunteers for organizations,volunteer management communication organization technology empathy,nonprofit,Average paying,online volunteer coordinator manage remote volunteers for organizations volunteer management communication organization technology empathy nonprofit
746,remote legal researcher,support legal teams with online research,legal research technology writing attention to detail organization,legal services,Average paying,remote legal researcher support legal teams with online research legal research technology writing attention to detail organization legal services
747,digital customer insights analyst,analyze online customer feedback and trends,analytics data interpretation reporting communication marketing,marketing,Average paying,digital customer insights analyst analyze online customer feedback and trends analytics data interpretation reporting communication marketing marketing
748,remote technical account manager,support clients with technical solutions from afar,account management technical knowledge communication problem solving customer service,technology,High paying,remote technical account manager support clients with technical solutions from afar account management technical knowledge communication problem solving customer service technology
749,online community engagement specialist,boost participation in digital groups,community management communication social media creativity analytics,technology,Average paying,online community engagement specialist boost participation in digital groups community management communication social media creativity analytics technology
750,remote learning assessment designer,create digital tests and quizzes,assessment design education technology analytics communication creativity,education,Average paying,remote learning assessment designer create digital tests and quizzes assessment design education technology analytics communication creativity education
751,digital sustainability analyst,track and report on environmental impact of tech,environmental science data analysis reporting technology communication,environmental services,Average paying,digital sustainability analyst track and report on environmental impact of tech environmental science data analysis reporting technology communication environmental services
752,remote medical billing specialist,process healthcare payments from home,medical billing technology attention to detail compliance communication,healthcare,Average paying,remote medical billing specialist process healthcare payments from home medical billing technology attention to detail compliance communication healthcare
753,online course quality reviewer,ensure digital classes meet standards,quality assurance education technology reporting communication,education,Average paying,online course quality reviewer ensure digital classes meet standards quality assurance education technology reporting communication education
754,remote social media content creator,produce posts for brands from anywhere,content creation social media creativity communication technology,marketing,Average paying,remote social media content creator produce posts for brands from anywhere content creation social media creativity communication technology marketing
755,digital hr data analyst,analyze workforce data for virtual teams,data analysis hr reporting technology communication,human resources,Average paying,digital hr data analyst analyze workforce data for virtual teams data analysis hr reporting technology communication human resources
756,remote customer retention specialist,keep online clients engaged and loyal,customer service communication problem solving technology analytics,sales,Average paying,remote customer retention specialist keep online clients engaged and loyal customer service communication problem solving technology analytics sales
757,online product feedback coordinator,collect and organize digital user reviews,feedback management communication organization technology reporting,technology,Average paying,online product feedback coordinator collect and organize digital user reviews feedback management communication organization technology reporting technology
758,remote learning experience designer,build engaging online education journeys,instructional design technology creativity communication ux,education,High paying,remote learning experience designer build engaging online education journeys instructional design technology creativity communication ux education
759,digital event sponsorship manager,secure sponsors for virtual events,sponsorship sales event planning communication negotiation technology,event planning,Average paying,digital event sponsorship manager secure sponsors for virtual events sponsorship sales event planning communication negotiation technology event planning
760,remote technical documentation specialist,write manuals for distributed software teams,technical writing documentation technology communication organization,technology,Average paying,remote technical documentation specialist write manuals for distributed software teams technical writing documentation technology communication organization technology
761,online diversity  inclusion trainer,deliver virtual di workshops,training diversity  inclusion communication technology empathy,human resources,Average paying,online diversity  inclusion trainer deliver virtual di workshops training diversity  inclusion communication technology empathy human resources
762,remote product launch coordinator,manage digital product rollouts,project management marketing technology communication organization,technology,Average paying,remote product launch coordinator manage digital product rollouts project management marketing technology communication organization technology
763,digital wellness app coach,guide users through health apps,coaching wellness technology communication motivation,wellness,Average paying,digital wellness app coach guide users through health apps coaching wellness technology communication motivation wellness
764,remote data privacy officer,oversee digital privacy compliance,data privacy compliance technology communication risk assessment,technology,High paying,remote data privacy officer oversee digital privacy compliance data privacy compliance technology communication risk assessment technology
765,online customer loyalty program manager,develop digital rewards initiatives,loyalty programs marketing analytics communication technology,marketing,Average paying,online customer loyalty program manager develop digital rewards initiatives loyalty programs marketing analytics communication technology marketing
766,remote employee engagement analyst,track morale in distributed teams,analytics hr communication reporting technology,human resources,Average paying,remote employee engagement analyst track morale in distributed teams analytics hr communication reporting technology human resources
767,digital product accessibility advocate,promote inclusive design in tech,accessibility advocacy communication technology ux,technology,Average paying,digital product accessibility advocate promote inclusive design in tech accessibility advocacy communication technology ux technology
768,remote brand partnership manager,build alliances for online brands,partnerships marketing negotiation communication technology,marketing,Average paying,remote brand partnership manager build alliances for online brands partnerships marketing negotiation communication technology marketing
769,online learning analytics specialist,analyze student data from digital courses,analytics education reporting technology communication,education,Average paying,online learning analytics specialist analyze student data from digital courses analytics education reporting technology communication education
770,remote technical support supervisor,lead virtual help desk teams,team leadership technical support communication technology problem solving,technology,Average paying,remote technical support supervisor lead virtual help desk teams team leadership technical support communication technology problem solving technology
771,digital content licensing manager,oversee rights for online media,licensing media law negotiation communication organization,media  publishing,High paying,digital content licensing manager oversee rights for online media licensing media law negotiation communication organization media  publishing
772,remote employee wellness coordinator,organize virtual health initiatives,wellness hr communication program management technology,human resources,Average paying,remote employee wellness coordinator organize virtual health initiatives wellness hr communication program management technology human resources
773,online product usability tester,evaluate ease of use for digital tools,usability testing ux reporting communication technology,technology,Average paying,online product usability tester evaluate ease of use for digital tools usability testing ux reporting communication technology technology
774,remote digital marketing trainer,teach online marketing skills,training digital marketing communication technology coaching,marketing,Average paying,remote digital marketing trainer teach online marketing skills training digital marketing communication technology coaching marketing
775,digital customer journey analyst,map and improve online user experiences,customer experience analytics ux communication technology,technology,Average paying,digital customer journey analyst map and improve online user experiences customer experience analytics ux communication technology technology
776,remote it security analyst,monitor cybersecurity for distributed teams,cybersecurity monitoring reporting technology communication,technology,High paying,remote it security analyst monitor cybersecurity for distributed teams cybersecurity monitoring reporting technology communication technology
777,online community policy writer,develop guidelines for digital groups,policy writing community management communication technology research,technology,Average paying,online community policy writer develop guidelines for digital groups policy writing community management communication technology research technology
778,remote product analytics lead,oversee datadriven product decisions,analytics product management leadership communication technology,technology,High paying,remote product analytics lead oversee datadriven product decisions analytics product management leadership communication technology technology
779,digital content monetization strategist,develop revenue streams for online media,monetization media strategy analytics communication technology,media  publishing,High paying,digital content monetization strategist develop revenue streams for online media monetization media strategy analytics communication technology media  publishing
780,remote learning support specialist,assist students in virtual classrooms,support education communication technology empathy,education,Average paying,remote learning support specialist assist students in virtual classrooms support education communication technology empathy education
781,online brand storyteller,create compelling narratives for digital brands,storytelling content creation marketing communication creativity,marketing,Average paying,online brand storyteller create compelling narratives for digital brands storytelling content creation marketing communication creativity marketing
782,remote technical skills assessor,test candidates for digital job skills,assessment technology communication reporting objectivity,technology,Average paying,remote technical skills assessor test candidates for digital job skills assessment technology communication reporting objectivity technology
783,digital product lifecycle manager,oversee all stages of online product development,product management project management technology communication analytics,technology,High paying,digital product lifecycle manager oversee all stages of online product development product management project management technology communication analytics technology
784,remote employee training coordinator,organize virtual learning sessions,training organization communication technology scheduling,human resources,Average paying,remote employee training coordinator organize virtual learning sessions training organization communication technology scheduling human resources
785,online community growth hacker,boost membership in digital groups,growth hacking marketing analytics communication technology,technology,Average paying,online community growth hacker boost membership in digital groups growth hacking marketing analytics communication technology technology
786,remote digital transformation lead,guide companies through tech adoption,digital strategy change management communication technology leadership,consulting,High paying,remote digital transformation lead guide companies through tech adoption digital strategy change management communication technology leadership consulting
787,digital content rights analyst,track and enforce online media usage,rights management analytics media law communication technology,media  publishing,Average paying,digital content rights analyst track and enforce online media usage rights management analytics media law communication technology media  publishing
788,remote customer feedback analyst,analyze online reviews and surveys,analytics communication reporting technology customer service,sales,Average paying,remote customer feedback analyst analyze online reviews and surveys analytics communication reporting technology customer service sales
789,online product customization specialist,help users personalize digital tools,customization ux communication technology problem solving,technology,Average paying,online product customization specialist help users personalize digital tools customization ux communication technology problem solving technology
790,remote employee recognition program manager,develop digital reward systems,recognition programs hr communication technology organization,human resources,Average paying,remote employee recognition program manager develop digital reward systems recognition programs hr communication technology organization human resources
791,digital brand compliance officer,ensure online branding meets standards,compliance branding communication technology reporting,marketing,Average paying,digital brand compliance officer ensure online branding meets standards compliance branding communication technology reporting marketing
792,remote learning platform administrator,manage digital education systems,platform administration technology communication troubleshooting organization,education,Average paying,remote learning platform administrator manage digital education systems platform administration technology communication troubleshooting organization education
793,online product localization manager,adapt digital tools for global markets,localization translation project management communication technology,technology,High paying,online product localization manager adapt digital tools for global markets localization translation project management communication technology technology
794,remote digital hr specialist,support virtual hr operations,hr technology communication organization reporting,human resources,Average paying,remote digital hr specialist support virtual hr operations hr technology communication organization reporting human resources
795,digital customer advocacy manager,champion user needs in online products,advocacy customer experience communication technology problem solving,technology,Average paying,digital customer advocacy manager champion user needs in online products advocacy customer experience communication technology problem solving technology
796,remote technical training developer,create online tech learning content,instructional design technology communication training creativity,technology,Average paying,remote technical training developer create online tech learning content instructional design technology communication training creativity technology
797,online community crisis moderator,handle emergencies in digital groups,crisis management community management communication technology empathy,technology,Average paying,online community crisis moderator handle emergencies in digital groups crisis management community management communication technology empathy technology
798,remote digital brand manager,oversee online brand presence,brand management marketing communication technology strategy,marketing,Average paying,remote digital brand manager oversee online brand presence brand management marketing communication technology strategy marketing
799,digital product feedback analyst,analyze user input for online tools,analytics feedback management communication technology reporting,technology,Average paying,digital product feedback analyst analyze user input for online tools analytics feedback management communication technology reporting technology
800,remote employee benefits specialist,manage virtual perks and insurance,hr benefits administration communication technology compliance,human resources,Average paying,remote employee benefits specialist manage virtual perks and insurance hr benefits administration communication technology compliance human resources
801,online product documentation lead,oversee digital manuals and guides,documentation writing technology communication organization,technology,Average paying,online product documentation lead oversee digital manuals and guides documentation writing technology communication organization technology
802,remote digital marketing analyst,track online campaign performance,analytics marketing reporting technology communication,marketing,Average paying,remote digital marketing analyst track online campaign performance analytics marketing reporting technology communication marketing
803,digital customer support chatbot trainer,improve automated help systems,chatbot training ai tools communication technology ux,technology,Average paying,digital customer support chatbot trainer improve automated help systems chatbot training ai tools communication technology ux technology
804,remote learning content curator,select resources for digital courses,content curation education technology communication organization,education,Average paying,remote learning content curator select resources for digital courses content curation education technology communication organization education
805,online product security tester,find vulnerabilities in digital tools,security testing technology reporting communication problem solving,technology,High paying,online product security tester find vulnerabilities in digital tools security testing technology reporting communication problem solving technology
806,remote employee onboarding content creator,develop digital orientation materials,content creation hr technology communication organization,human resources,Average paying,remote employee onboarding content creator develop digital orientation materials content creation hr technology communication organization human resources
807,digital customer experience program manager,lead initiatives to improve online service,program management customer experience communication technology analytics,technology,High paying,digital customer experience program manager lead initiatives to improve online service program management customer experience communication technology analytics technology
808,remote technical project scheduler,plan timelines for distributed teams,project scheduling technology communication organization reporting,technology,Average paying,remote technical project scheduler plan timelines for distributed teams project scheduling technology communication organization reporting technology
809,online product beta tester,try out new digital features before launch,beta testing feedback technology communication attention to detail,technology,Average paying,online product beta tester try out new digital features before launch beta testing feedback technology communication attention to detail technology
810,remote digital hr compliance lead,ensure virtual teams follow employment laws,hr compliance auditing communication documentation organization,human resources,High paying,remote digital hr compliance lead ensure virtual teams follow employment laws hr compliance auditing communication documentation organization human resources
811,digital product knowledge base manager,maintain online help resources,knowledge management writing technology communication organization,technology,Average paying,digital product knowledge base manager maintain online help resources knowledge management writing technology communication organization technology
812,remote employee survey analyst,interpret feedback from distributed teams,survey analysis hr analytics communication reporting,human resources,Average paying,remote employee survey analyst interpret feedback from distributed teams survey analysis hr analytics communication reporting human resources
813,online product roadmap coordinator,track development milestones for digital tools,project management product management communication technology organization,technology,Average paying,online product roadmap coordinator track development milestones for digital tools project management product management communication technology organization technology
814,remote digital brand strategist,plan online brand direction,brand strategy marketing communication technology analytics,marketing,High paying,remote digital brand strategist plan online brand direction brand strategy marketing communication technology analytics marketing
815,digital customer loyalty analyst,study retention trends in online services,analytics customer experience reporting communication technology,marketing,Average paying,digital customer loyalty analyst study retention trends in online services analytics customer experience reporting communication technology marketing
816,remote learning technology integrator,implement new tools in digital classrooms,edtech integration training communication problem solving,education,Average paying,remote learning technology integrator implement new tools in digital classrooms edtech integration training communication problem solving education
817,online product accessibility tester,check digital tools for inclusive design,accessibility testing ux reporting communication technology,technology,Average paying,online product accessibility tester check digital tools for inclusive design accessibility testing ux reporting communication technology technology
818,remote employee wellness app coordinator,promote digital health tools for staff,wellness hr technology communication program management,human resources,Average paying,remote employee wellness app coordinator promote digital health tools for staff wellness hr technology communication program management human resources
819,digital product release manager,oversee online tool launches,release management product management communication technology organization,technology,High paying,digital product release manager oversee online tool launches release management product management communication technology organization technology
820,remote digital marketing campaign lead,direct virtual ad initiatives,campaign management marketing communication technology analytics,marketing,High paying,remote digital marketing campaign lead direct virtual ad initiatives campaign management marketing communication technology analytics marketing
821,online community engagement data analyst,track participation in digital groups,analytics community management reporting communication technology,technology,Average paying,online community engagement data analyst track participation in digital groups analytics community management reporting communication technology technology
822,remote technical support content writer,create help articles for online users,technical writing support technology communication organization,technology,Average paying,remote technical support content writer create help articles for online users technical writing support technology communication organization technology
823,digital product user researcher,study online user behavior,user research analytics communication technology reporting,technology,Average paying,digital product user researcher study online user behavior user research analytics communication technology reporting technology
824,remote employee training app developer,build digital learning tools,app development training technology communication ux,technology,High paying,remote employee training app developer build digital learning tools app development training technology communication ux technology
825,online product feature prioritization analyst,rank new ideas for digital tools,product management analytics communication technology decision making,technology,Average paying,online product feature prioritization analyst rank new ideas for digital tools product management analytics communication technology decision making technology
826,remote digital brand insights manager,analyze trends for online brands,brand insights analytics communication technology reporting,marketing,High paying,remote digital brand insights manager analyze trends for online brands brand insights analytics communication technology reporting marketing
827,digital customer support quality auditor,review online help interactions,quality assurance customer service communication technology reporting,technology,Average paying,digital customer support quality auditor review online help interactions quality assurance customer service communication technology reporting technology
828,remote learning platform tester,check digital education tools for bugs,testing education technology reporting communication,education,Average paying,remote learning platform tester check digital education tools for bugs testing education technology reporting communication education
829,online product usage data analyst,study how users interact with digital tools,usage analytics reporting communication technology data interpretation,technology,Average paying,online product usage data analyst study how users interact with digital tools usage analytics reporting communication technology data interpretation technology
830,remote employee engagement program lead,design virtual morale initiatives,program management hr communication technology analytics,human resources,Average paying,remote employee engagement program lead design virtual morale initiatives program management hr communication technology analytics human resources
831,digital product translation coordinator,manage localization for online tools,translation project management communication technology organization,technology,Average paying,digital product translation coordinator manage localization for online tools translation project management communication technology organization technology
832,remote digital marketing content planner,schedule posts for online campaigns,content planning marketing communication technology organization,marketing,Average paying,remote digital marketing content planner schedule posts for online campaigns content planning marketing communication technology organization marketing
833,online community safety specialist,protect digital groups from abuse,safety protocols community management communication technology crisis response,technology,Average paying,online community safety specialist protect digital groups from abuse safety protocols community management communication technology crisis response technology
834,remote technical interview content developer,write questions for coding assessments,content creation technology communication assessment organization,technology,Average paying,remote technical interview content developer write questions for coding assessments content creation technology communication assessment organization technology
835,digital product user feedback moderator,review and organize online suggestions,moderation feedback management communication technology reporting,technology,Average paying,digital product user feedback moderator review and organize online suggestions moderation feedback management communication technology reporting technology
836,remote employee benefits data analyst,study usage of virtual perks,analytics hr reporting communication technology,human resources,Average paying,remote employee benefits data analyst study usage of virtual perks analytics hr reporting communication technology human resources
837,online product security compliance lead,ensure digital tools meet safety standards,security compliance technology communication auditing reporting,technology,High paying,online product security compliance lead ensure digital tools meet safety standards security compliance technology communication auditing reporting technology
838,remote digital brand content editor,review online marketing materials,editing content creation marketing communication technology,marketing,Average paying,remote digital brand content editor review online marketing materials editing content creation marketing communication technology marketing
839,digital customer support training lead,teach best practices for online help,training customer service communication technology coaching,technology,Average paying,digital customer support training lead teach best practices for online help training customer service communication technology coaching technology
840,remote learning platform support analyst,assist users with digital education tools,support education technology communication troubleshooting,education,Average paying,remote learning platform support analyst assist users with digital education tools support education technology communication troubleshooting education
841,online product analytics dashboard designer,build data visualizations for digital tools,dashboard design analytics technology communication ux,technology,Average paying,online product analytics dashboard designer build data visualizations for digital tools dashboard design analytics technology communication ux technology
842,remote employee recognition data analyst,track digital reward program results,analytics hr reporting communication technology,human resources,Average paying,remote employee recognition data analyst track digital reward program results analytics hr reporting communication technology human resources
843,digital product user persona developer,create profiles for online tool users,persona development research communication technology creativity,technology,Average paying,digital product user persona developer create profiles for online tool users persona development research communication technology creativity technology
844,remote digital marketing automation lead,oversee online campaign workflows,automation marketing technology communication project management,marketing,High paying,remote digital marketing automation lead oversee online campaign workflows automation marketing technology communication project management marketing
845,online community content scheduler,plan posts for digital groups,content scheduling community management communication technology organization,technology,Average paying,online community content scheduler plan posts for digital groups content scheduling community management communication technology organization technology
846,remote technical support quality lead,audit help desk performance,quality assurance technical support communication technology reporting,technology,Average paying,remote technical support quality lead audit help desk performance quality assurance technical support communication technology reporting technology
847,digital product user testing coordinator,organize online usability studies,user testing project management communication technology reporting,technology,Average paying,digital product user testing coordinator organize online usability studies user testing project management communication technology reporting technology
848,remote employee wellness survey designer,create digital health questionnaires,survey design wellness hr communication technology,human resources,Average paying,remote employee wellness survey designer create digital health questionnaires survey design wellness hr communication technology human resources
849,online product feature documentation writer,describe new digital tool functions,documentation writing technology communication organization,technology,Average paying,online product feature documentation writer describe new digital tool functions documentation writing technology communication organization technology
850,remote digital brand campaign analyst,study results of online promotions,analytics marketing reporting communication technology,marketing,Average paying,remote digital brand campaign analyst study results of online promotions analytics marketing reporting communication technology marketing
851,remote podcast editor,edit and produce audio for remote podcast teams,audio editing podcast production communication technology attention to detail,media  publishing,Average paying,remote podcast editor edit and produce audio for remote podcast teams audio editing podcast production communication technology attention to detail media  publishing
852,online sustainability course instructor,teach environmental topics via digital platforms,teaching environmental science communication technology curriculum design,education,Average paying,online sustainability course instructor teach environmental topics via digital platforms teaching environmental science communication technology curriculum design education
853,remote digital illustration artist,create illustrations for online media and brands,digital art creativity communication technology branding,media  publishing,Average paying,remote digital illustration artist create illustrations for online media and brands digital art creativity communication technology branding media  publishing
854,virtual reality tour guide,lead immersive tours in vr environments,vr technology communication storytelling customer service creativity,tourism,Average paying,virtual reality tour guide lead immersive tours in vr environments vr technology communication storytelling customer service creativity tourism
855,remote saas implementation specialist,help clients set up and use saas products,technical support saas communication training project management,technology,Average paying,remote saas implementation specialist help clients set up and use saas products technical support saas communication training project management technology
856,online coding bootcamp mentor,guide students through intensive programming courses,programming mentoring communication technology problem solving,education,Average paying,online coding bootcamp mentor guide students through intensive programming courses programming mentoring communication technology problem solving education
857,remote digital pr specialist,manage public relations for online brands,pr strategy communication digital media writing analytics,marketing,Average paying,remote digital pr specialist manage public relations for online brands pr strategy communication digital media writing analytics marketing
858,online marketplace fraud analyst,detect and prevent fraud on ecommerce platforms,fraud detection data analysis ecommerce communication investigation,technology,Average paying,online marketplace fraud analyst detect and prevent fraud on ecommerce platforms fraud detection data analysis ecommerce communication investigation technology
859,remote digital accessibility advocate,promote accessible design in virtual spaces,accessibility advocacy communication technology ux,technology,Average paying,remote digital accessibility advocate promote accessible design in virtual spaces accessibility advocacy communication technology ux technology
860,online nutrition coach,provide dietary advice via digital platforms,nutrition coaching communication technology motivation,healthcare,Average paying,online nutrition coach provide dietary advice via digital platforms nutrition coaching communication technology motivation healthcare
861,remote digital advertising buyer,purchase and optimize online ad placements,advertising analytics negotiation communication technology,marketing,Average paying,remote digital advertising buyer purchase and optimize online ad placements advertising analytics negotiation communication technology marketing
862,online language assessment specialist,develop and score digital language proficiency tests,assessment linguistics communication technology data analysis,education,Average paying,online language assessment specialist develop and score digital language proficiency tests assessment linguistics communication technology data analysis education
863,remote digital fundraising strategist,plan and execute online giving campaigns,fundraising digital strategy communication analytics project management,nonprofit,Average paying,remote digital fundraising strategist plan and execute online giving campaigns fundraising digital strategy communication analytics project management nonprofit
864,online customer insights survey designer,create and analyze digital customer surveys,survey design analytics communication technology reporting,marketing,Average paying,online customer insights survey designer create and analyze digital customer surveys survey design analytics communication technology reporting marketing
865,remote digital event ticketing manager,oversee ticket sales for virtual events,ticketing systems event management communication technology customer service,event planning,Average paying,remote digital event ticketing manager oversee ticket sales for virtual events ticketing systems event management communication technology customer service event planning
866,online digital rights manager,protect and manage intellectual property online,ip law digital media communication technology compliance,legal services,Average paying,online digital rights manager protect and manage intellectual property online ip law digital media communication technology compliance legal services
867,remote digital product demo host,present product features to online audiences,presentation product knowledge communication technology sales,sales,Average paying,remote digital product demo host present product features to online audiences presentation product knowledge communication technology sales sales
868,online digital art instructor,teach art techniques via digital platforms,art instruction digital tools communication creativity technology,education,Average paying,online digital art instructor teach art techniques via digital platforms art instruction digital tools communication creativity technology education
869,remote digital community safety lead,develop and enforce safety policies for online groups,community management safety protocols communication technology policy writing,technology,Average paying,remote digital community safety lead develop and enforce safety policies for online groups community management safety protocols communication technology policy writing technology
870,online digital brand licensing coordinator,manage licensing agreements for online brands,licensing contract management communication technology negotiation,marketing,Average paying,online digital brand licensing coordinator manage licensing agreements for online brands licensing contract management communication technology negotiation marketing
871,remote digital customer onboarding lead,guide new users through digital product setup,onboarding customer service communication technology training,technology,Average paying,remote digital customer onboarding lead guide new users through digital product setup onboarding customer service communication technology training technology
